Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU08,OUT049,1740.4500561160019
NCW30,OUT045,2680.2338161333955
NCM18,OUT013,2375.582718589748
FDS22,OUT035,1775.1285102962227
NCH18,OUT017,2680.2338161333955
FDC23,OUT013,2961.81754427035
FDY46,OUT013,2961.81754427035
NCU06,OUT046,2400.7006894382034
FDX57,OUT045,2088.996049140726
FDX36,OUT027,5192.505733347002
FDL16,OUT045,1775.1285102962227
FDT16,OUT010,757.9030920946007
FDN16,OUT018,2433.3433283630943
FDC03,OUT046,2234.4781730347104
DRF60,OUT013,3509.121901013104
FDS27,OUT027,4487.273596887449
FDP33,OUT010,757.9030920946007
FDJ36,OUT018,2433.3433283630943
NCR42,OUT013,2375.582718589748
FDV14,OUT017,2088.996049140726
NCP42,OUT035,2681.308771975984
FDB50,OUT027,3931.7640664152914
NCC30,OUT027,4487.273596887449
FDA23,OUT018,2433.3433283630943
FDW16,OUT017,2088.996049140726
FDQ52,OUT010,757.9030920946007
FDB58,OUT049,2237.3309340776354
NCP29,OUT049,1399.5213450943893
NCM05,OUT045,2680.2338161333955
FDO25,OUT013,3509.121901013104
NCM54,OUT046,1740.4500561160019
NCL54,OUT046,2234.4781730347104
FDL39,OUT010,670.1202947777384
FDF53,OUT018,2747.137812279751
NCQ42,OUT035,2088.996049140726
FDF58,OUT013,2375.582718589748
FDZ04,OUT035,1775.1285102962227
FDE26,OUT019,587.7341248749699
FDS60,OUT017,2679.520928465894
FDV58,OUT017,2679.520928465894
FDM04,OUT045,1775.1285102962227
FDE08,OUT035,2681.308771975984
NCB43,OUT049,2237.3309340776354
FDU11,OUT010,642.111168608742
FDF22,OUT019,649.9129956959587
FDE24,OUT013,2961.81754427035
DRJ49,OUT046,1740.4500561160019
NCQ53,OUT035,2680.2338161333955
NCL41,OUT013,2375.582718589748
FDR22,OUT013,2639.4575476205328
FDH04,OUT035,2088.996049140726
DRH15,OUT045,1775.1285102962227
FDY40,OUT049,1399.5213450943893
NCI17,OUT035,2088.996049140726
NCC18,OUT013,2961.81754427035
FDY28,OUT027,5192.505733347002
FDB45,OUT027,3931.7640664152914
NCL30,OUT018,2433.3433283630943
FDM10,OUT017,2680.2338161333955
FDH22,OUT027,3931.7640664152914
NCZ53,OUT017,2679.520928465894
NCI18,OUT013,3509.121901013104
FDH14,OUT027,4487.273596887449
FDR36,OUT027,3474.480656312158
FDW01,OUT045,2679.520928465894
FDK02,OUT027,3931.7640664152914
FDJ02,OUT018,2747.137812279751
FDU55,OUT013,3509.121901013104
NCV18,OUT027,3931.7640664152914
FDH14,OUT018,2433.3433283630943
FDZ37,OUT045,2088.996049140726
FDX49,OUT049,2410.8952110264468
NCD43,OUT046,1740.4500561160019
FDZ07,OUT013,2375.582718589748
FDK43,OUT035,2088.996049140726
FDR32,OUT018,3180.1740619589787
FDT39,OUT013,2961.81754427035
NCV54,OUT017,2088.996049140726
FDF38,OUT018,2191.127194498703
FDV60,OUT046,2234.4781730347104
FDH44,OUT027,4487.273596887449
FDS21,OUT046,1399.5213450943893
NCL41,OUT045,1775.1285102962227
FDM46,OUT017,2088.996049140726
FDU27,OUT045,1775.1285102962227
NCJ54,OUT017,2680.2338161333955
DRG51,OUT018,2747.137812279751
NCA29,OUT019,587.7341248749699
FDR47,OUT045,2679.520928465894
NCL19,OUT027,4487.273596887449
DRG01,OUT049,1740.4500561160019
FDG10,OUT046,1399.5213450943893
NCV05,OUT049,2237.3309340776354
NCH18,OUT019,649.9129956959587
FDV14,OUT018,2433.3433283630943
DRJ23,OUT035,2681.308771975984
DRJ11,OUT046,2234.4781730347104
FDZ03,OUT017,2679.520928465894
FDI27,OUT010,666.5706329934209
FDJ14,OUT018,2433.3433283630943
FDU32,OUT017,2088.996049140726
FDD47,OUT027,4487.273596887449
DRF36,OUT035,2681.308771975984
FDM21,OUT046,2400.7006894382034
FDV10,OUT018,2191.127194498703
FDH60,OUT018,2747.137812279751
FDX47,OUT010,670.1202947777384
FDT19,OUT019,587.7341248749699
FDO11,OUT045,2680.2338161333955
FDH24,OUT027,4487.273596887449
FDL02,OUT018,2433.3433283630943
FDB02,OUT049,2237.3309340776354
FDA43,OUT046,2234.4781730347104
FDG52,OUT045,1775.1285102962227
DRC12,OUT013,2961.81754427035
FDY37,OUT018,2747.137812279751
NCU18,OUT045,2679.520928465894
FDU09,OUT035,1775.1285102962227
DRJ25,OUT027,3474.480656312158
DRE12,OUT018,2433.3433283630943
DRL47,OUT017,2088.996049140726
DRK01,OUT046,1740.4500561160019
FDC22,OUT019,587.7341248749699
FDG44,OUT013,2375.582718589748
FDW04,OUT035,2088.996049140726
FDK09,OUT049,2410.8952110264468
NCN43,OUT035,2088.996049140726
FDG04,OUT049,2237.3309340776354
FDH32,OUT010,642.111168608742
DRI47,OUT017,2679.520928465894
DRE15,OUT013,2639.4575476205328
FDY11,OUT035,1775.1285102962227
FDO60,OUT049,1399.5213450943893
FDQ20,OUT018,2191.127194498703
FDO57,OUT027,4487.273596887449
FDT14,OUT019,545.0128443446342
FDA57,OUT049,1399.5213450943893
DRN35,OUT017,1775.1285102962227
FDJ03,OUT046,1399.5213450943893
FDX28,OUT017,2088.996049140726
DRE25,OUT045,2088.996049140726
FDR09,OUT046,2400.7006894382034
FDB23,OUT035,2680.2338161333955
FDO08,OUT045,2679.520928465894
FDQ23,OUT049,1740.4500561160019
FDW04,OUT013,2639.4575476205328
DRK13,OUT010,670.1202947777384
NCL17,OUT027,4487.273596887449
FDY21,OUT035,2681.308771975984
FDJ38,OUT027,4487.273596887449
FDA37,OUT019,545.0128443446342
FDV43,OUT013,2375.582718589748
FDL36,OUT046,1740.4500561160019
FDD53,OUT045,1775.1285102962227
FDZ19,OUT010,670.1202947777384
FDV21,OUT045,2088.996049140726
NCL54,OUT018,2747.137812279751
DRI47,OUT027,4487.273596887449
DRG03,OUT049,2237.3309340776354
FDG21,OUT013,2961.81754427035
FDW03,OUT018,2433.3433283630943
NCI55,OUT046,1740.4500561160019
DRC36,OUT019,587.7341248749699
FDH22,OUT017,2088.996049140726
FDV20,OUT045,2088.996049140726
NCU41,OUT027,4487.273596887449
FDN46,OUT027,3931.7640664152914
FDK50,OUT045,2679.520928465894
NCA05,OUT027,4487.273596887449
DRH01,OUT018,2747.137812279751
FDT08,OUT018,2747.137812279751
FDM08,OUT018,3180.1740619589787
FDZ07,OUT035,1775.1285102962227
FDS22,OUT017,1775.1285102962227
FDV35,OUT027,4487.273596887449
FDI28,OUT010,642.111168608742
FDW58,OUT027,3931.7640664152914
FDT52,OUT045,2680.2338161333955
FDY34,OUT046,2234.4781730347104
FDR10,OUT046,2234.4781730347104
FDK57,OUT017,2088.996049140726
FDR02,OUT027,3931.7640664152914
FDX49,OUT046,2400.7006894382034
FDQ20,OUT046,1399.5213450943893
DRK23,OUT045,2680.2338161333955
NCW06,OUT046,2234.4781730347104
FDR31,OUT017,2679.520928465894
NCE43,OUT013,2961.81754427035
DRO59,OUT027,3931.7640664152914
FDN09,OUT049,2410.8952110264468
FDR11,OUT046,2234.4781730347104
FDO57,OUT013,2961.81754427035
NCX18,OUT017,2679.520928465894
FDB05,OUT018,3180.1740619589787
FDQ08,OUT018,2191.127194498703
NCG43,OUT035,2088.996049140726
FDJ56,OUT013,2639.4575476205328
FDA13,OUT010,666.5706329934209
FDO56,OUT017,2088.996049140726
FDB37,OUT018,3180.1740619589787
FDZ02,OUT018,2433.3433283630943
FDQ24,OUT046,2400.7006894382034
FDM16,OUT013,2375.582718589748
FDU35,OUT049,1740.4500561160019
FDT35,OUT035,2681.308771975984
NCX30,OUT049,2410.8952110264468
FDG04,OUT017,2679.520928465894
FDI12,OUT035,2088.996049140726
FDE35,OUT035,1775.1285102962227
NCP14,OUT027,3931.7640664152914
NCY53,OUT045,2088.996049140726
FDP49,OUT017,1775.1285102962227
FDQ04,OUT017,1775.1285102962227
FDM39,OUT035,2681.308771975984
FDO58,OUT019,587.7341248749699
FDC56,OUT017,2088.996049140726
NCQ54,OUT046,2234.4781730347104
FDV10,OUT027,3474.480656312158
NCK17,OUT046,1399.5213450943893
NCF55,OUT027,3474.480656312158
FDV33,OUT013,3509.121901013104
NCH29,OUT019,545.0128443446342
FDA37,OUT027,3931.7640664152914
FDH46,OUT018,2433.3433283630943
FDS25,OUT035,2088.996049140726
FDH04,OUT027,3931.7640664152914
FDX52,OUT046,2234.4781730347104
NCD42,OUT017,1775.1285102962227
FDW47,OUT017,2088.996049140726
FDL25,OUT027,3931.7640664152914
NCJ06,OUT010,642.111168608742
FDY09,OUT013,2961.81754427035
FDS40,OUT046,1399.5213450943893
FDH41,OUT017,2680.2338161333955
FDG38,OUT035,2088.996049140726
FDU03,OUT027,4487.273596887449
FDV20,OUT046,1740.4500561160019
DRB13,OUT045,2679.520928465894
NCQ30,OUT013,2639.4575476205328
NCH06,OUT013,3509.121901013104
FDU50,OUT018,2433.3433283630943
NCO42,OUT019,587.7341248749699
FDW09,OUT018,2433.3433283630943
FDH04,OUT013,2639.4575476205328
FDC21,OUT045,2088.996049140726
FDL21,OUT049,1399.5213450943893
FDM46,OUT010,642.111168608742
FDT22,OUT019,564.1009287350441
FDB28,OUT035,2681.308771975984
FDI12,OUT018,2433.3433283630943
FDA28,OUT045,2088.996049140726
FDF59,OUT013,2639.4575476205328
FDM45,OUT027,3931.7640664152914
FDQ56,OUT017,2088.996049140726
FDR46,OUT049,2237.3309340776354
FDT01,OUT013,3509.121901013104
FDD16,OUT027,3474.480656312158
NCU30,OUT010,670.1202947777384
FDM40,OUT010,670.1202947777384
FDI56,OUT035,2088.996049140726
NCS30,OUT013,2639.4575476205328
FDU08,OUT017,2088.996049140726
FDX51,OUT027,4487.273596887449
FDA43,OUT045,2679.520928465894
FDX59,OUT010,666.5706329934209
FDC37,OUT018,2433.3433283630943
FDP58,OUT013,3509.121901013104
NCY42,OUT035,2681.308771975984
FDF21,OUT018,2747.137812279751
FDU10,OUT027,3474.480656312158
DRL47,OUT018,2433.3433283630943
FDA58,OUT018,3180.1740619589787
FDJ22,OUT049,2237.3309340776354
FDK50,OUT046,2234.4781730347104
FDO38,OUT035,2088.996049140726
DRF60,OUT035,2680.2338161333955
NCZ42,OUT019,649.9129956959587
FDD35,OUT049,1740.4500561160019
FDL25,OUT045,2088.996049140726
FDJ16,OUT013,2375.582718589748
DRK59,OUT049,2410.8952110264468
FDI50,OUT046,2400.7006894382034
NCB19,OUT045,2088.996049140726
DRI37,OUT035,1775.1285102962227
FDA14,OUT027,4487.273596887449
FDC08,OUT018,3180.1740619589787
FDS45,OUT046,1740.4500561160019
FDI21,OUT049,1399.5213450943893
DRJ47,OUT035,2681.308771975984
DRE37,OUT027,4487.273596887449
FDT55,OUT018,2747.137812279751
NCG42,OUT027,3931.7640664152914
FDA31,OUT049,2237.3309340776354
NCW42,OUT046,2400.7006894382034
FDF50,OUT017,2679.520928465894
FDK56,OUT049,2237.3309340776354
FDX10,OUT035,1775.1285102962227
NCK07,OUT027,4487.273596887449
FDZ49,OUT017,2680.2338161333955
FDR33,OUT013,2639.4575476205328
FDO44,OUT018,2433.3433283630943
FDA20,OUT046,2234.4781730347104
NCL30,OUT045,2088.996049140726
FDI05,OUT019,564.1009287350441
FDQ12,OUT018,3180.1740619589787
FDH47,OUT017,2088.996049140726
FDH34,OUT018,2747.137812279751
FDF29,OUT046,1740.4500561160019
FDG40,OUT018,2191.127194498703
NCE18,OUT017,2680.2338161333955
FDP21,OUT010,670.1202947777384
FDY50,OUT013,2639.4575476205328
FDB36,OUT049,1740.4500561160019
NCZ29,OUT049,1740.4500561160019
FDU20,OUT018,2433.3433283630943
FDO56,OUT013,2639.4575476205328
FDW31,OUT049,2237.3309340776354
DRH59,OUT013,2375.582718589748
NCB30,OUT017,2679.520928465894
FDK43,OUT027,3931.7640664152914
FDW43,OUT045,2680.2338161333955
NCL19,OUT017,2679.520928465894
FDJ27,OUT046,1740.4500561160019
FDC45,OUT046,2234.4781730347104
FDY40,OUT035,1775.1285102962227
NCM41,OUT035,2088.996049140726
NCK18,OUT019,587.7341248749699
FDP37,OUT049,1740.4500561160019
FDA27,OUT027,5192.505733347002
NCX30,OUT035,2680.2338161333955
FDR09,OUT017,2680.2338161333955
FDG08,OUT027,4487.273596887449
NCU30,OUT013,2961.81754427035
FDB16,OUT017,2088.996049140726
FDM16,OUT017,1775.1285102962227
FDC48,OUT013,2639.4575476205328
NCF18,OUT046,2234.4781730347104
FDU46,OUT018,2433.3433283630943
FDH41,OUT018,3180.1740619589787
NCN42,OUT010,670.1202947777384
FDU49,OUT046,1740.4500561160019
FDB20,OUT027,3931.7640664152914
FDG50,OUT019,545.0128443446342
FDW20,OUT045,2088.996049140726
NCO55,OUT049,1740.4500561160019
FDX48,OUT046,2234.4781730347104
FDU48,OUT046,1740.4500561160019
FDR48,OUT019,587.7341248749699
FDK27,OUT013,2639.4575476205328
FDT35,OUT013,2961.81754427035
FDN12,OUT049,1740.4500561160019
NCE31,OUT019,564.1009287350441
FDL21,OUT017,1775.1285102962227
FDV56,OUT017,2088.996049140726
FDR16,OUT017,2680.2338161333955
NCP41,OUT049,1740.4500561160019
FDJ27,OUT013,2639.4575476205328
FDA07,OUT017,2088.996049140726
FDK55,OUT049,1740.4500561160019
FDM33,OUT049,2410.8952110264468
FDY46,OUT046,2234.4781730347104
FDD36,OUT046,1740.4500561160019
FDB12,OUT027,3931.7640664152914
FDF28,OUT019,545.0128443446342
NCE07,OUT019,587.7341248749699
FDW50,OUT027,4487.273596887449
NCW18,OUT017,2680.2338161333955
NCJ17,OUT019,545.0128443446342
DRZ24,OUT010,642.111168608742
FDS07,OUT035,2088.996049140726
NCW05,OUT010,642.111168608742
FDZ22,OUT018,2433.3433283630943
FDK02,OUT046,1740.4500561160019
FDZ45,OUT027,4487.273596887449
FDL25,OUT046,1740.4500561160019
FDS08,OUT045,2679.520928465894
NCZ42,OUT027,5192.505733347002
FDX57,OUT035,2088.996049140726
FDF21,OUT046,2234.4781730347104
FDJ56,OUT018,2433.3433283630943
FDX10,OUT013,2375.582718589748
DRG48,OUT035,2681.308771975984
DRN37,OUT046,2234.4781730347104
NCY41,OUT018,2191.127194498703
FDN28,OUT045,2088.996049140726
FDE34,OUT045,2679.520928465894
FDR10,OUT045,2679.520928465894
FDC32,OUT017,2088.996049140726
DRG13,OUT046,2234.4781730347104
FDP59,OUT049,1740.4500561160019
NCT53,OUT010,670.1202947777384
FDL57,OUT027,5192.505733347002
FDN32,OUT010,670.1202947777384
FDK09,OUT018,3180.1740619589787
FDA52,OUT010,670.1202947777384
FDC57,OUT049,2237.3309340776354
FDI09,OUT035,2680.2338161333955
NCB07,OUT046,2234.4781730347104
FDP26,OUT035,2088.996049140726
FDP40,OUT027,3931.7640664152914
FDL15,OUT013,2961.81754427035
FDV07,OUT046,1740.4500561160019
FDS03,OUT017,1775.1285102962227
FDE50,OUT049,2237.3309340776354
FDQ15,OUT017,2088.996049140726
FDQ33,OUT010,670.1202947777384
FDT22,OUT013,2375.582718589748
DRO35,OUT035,2088.996049140726
FDJ41,OUT049,2410.8952110264468
FDQ27,OUT035,2088.996049140726
FDC26,OUT017,2088.996049140726
NCF43,OUT027,4487.273596887449
NCR50,OUT035,2681.308771975984
FDE39,OUT018,2433.3433283630943
FDN49,OUT027,3474.480656312158
DRG11,OUT035,2088.996049140726
NCA18,OUT049,1740.4500561160019
FDM36,OUT018,2747.137812279751
FDW32,OUT017,2088.996049140726
NCQ18,OUT010,642.111168608742
FDX14,OUT027,3931.7640664152914
FDD46,OUT017,2679.520928465894
FDI34,OUT019,649.9129956959587
NCJ17,OUT035,2088.996049140726
FDB52,OUT035,2680.2338161333955
FDV55,OUT018,2747.137812279751
FDC57,OUT046,2234.4781730347104
FDB29,OUT046,1740.4500561160019
NCO43,OUT035,2088.996049140726
FDG44,OUT045,1775.1285102962227
FDJ34,OUT045,2088.996049140726
FDH40,OUT049,1740.4500561160019
NCD07,OUT027,3931.7640664152914
FDB41,OUT017,1775.1285102962227
FDH47,OUT018,2433.3433283630943
DRK37,OUT035,2681.308771975984
FDM25,OUT019,587.7341248749699
NCX06,OUT045,2679.520928465894
NCS05,OUT017,2088.996049140726
FDS39,OUT045,2679.520928465894
FDC47,OUT027,5192.505733347002
FDG20,OUT013,2961.81754427035
DRL23,OUT017,2088.996049140726
FDY33,OUT013,2961.81754427035
NCH18,OUT045,2680.2338161333955
FDX47,OUT035,2681.308771975984
NCB06,OUT045,2679.520928465894
FDP36,OUT049,1399.5213450943893
FDW44,OUT018,2747.137812279751
NCU41,OUT018,2747.137812279751
NCS17,OUT046,1740.4500561160019
FDD46,OUT035,2681.308771975984
FDE45,OUT017,2679.520928465894
FDI09,OUT017,2680.2338161333955
NCJ54,OUT010,757.9030920946007
NCA29,OUT018,2747.137812279751
NCN41,OUT027,3931.7640664152914
FDY34,OUT035,2681.308771975984
NCG55,OUT035,2088.996049140726
DRM49,OUT046,1399.5213450943893
NCB42,OUT049,1740.4500561160019
FDE58,OUT045,2088.996049140726
DRJ25,OUT013,2375.582718589748
FDS47,OUT010,642.111168608742
FDY21,OUT049,2237.3309340776354
NCI54,OUT013,2639.4575476205328
FDO24,OUT017,2679.520928465894
FDY43,OUT035,2681.308771975984
FDF35,OUT018,2433.3433283630943
NCP29,OUT019,564.1009287350441
FDN28,OUT027,3931.7640664152914
FDJ50,OUT018,2191.127194498703
FDQ14,OUT027,4487.273596887449
FDC37,OUT035,2088.996049140726
FDN08,OUT046,1740.4500561160019
FDD04,OUT035,2681.308771975984
FDW34,OUT018,3180.1740619589787
FDP04,OUT017,1775.1285102962227
NCG07,OUT017,2679.520928465894
NCN14,OUT018,2747.137812279751
FDJ16,OUT045,1775.1285102962227
NCM42,OUT045,2088.996049140726
NCF19,OUT046,1399.5213450943893
FDY21,OUT018,2747.137812279751
FDY19,OUT035,2088.996049140726
FDV09,OUT045,2679.520928465894
FDA28,OUT013,2639.4575476205328
FDC38,OUT018,2433.3433283630943
FDL28,OUT045,2680.2338161333955
NCH43,OUT049,2410.8952110264468
NCN53,OUT045,1775.1285102962227
NCW05,OUT017,2088.996049140726
NCO30,OUT018,2747.137812279751
FDT04,OUT019,564.1009287350441
FDB27,OUT018,2747.137812279751
NCK07,OUT013,2961.81754427035
NCA53,OUT013,2375.582718589748
FDB33,OUT018,2747.137812279751
FDU37,OUT017,2088.996049140726
FDR13,OUT035,2088.996049140726
FDE45,OUT049,2237.3309340776354
FDV37,OUT017,2679.520928465894
FDX44,OUT019,545.0128443446342
NCL06,OUT017,2680.2338161333955
FDJ28,OUT045,2679.520928465894
FDX55,OUT049,2410.8952110264468
NCK17,OUT018,2191.127194498703
FDH52,OUT035,1775.1285102962227
FDN13,OUT027,3931.7640664152914
FDK44,OUT018,2747.137812279751
FDU16,OUT046,1740.4500561160019
FDZ07,OUT017,1775.1285102962227
NCN06,OUT027,4487.273596887449
FDH02,OUT010,642.111168608742
NCW18,OUT045,2680.2338161333955
FDH57,OUT013,2639.4575476205328
FDV35,OUT045,2679.520928465894
NCU29,OUT013,2961.81754427035
NCP02,OUT046,1399.5213450943893
FDN44,OUT013,2961.81754427035
FDX03,OUT018,2191.127194498703
FDR11,OUT010,670.1202947777384
FDA36,OUT046,2234.4781730347104
FDP58,OUT027,5192.505733347002
FDH31,OUT045,2088.996049140726
FDH34,OUT035,2681.308771975984
FDS13,OUT035,2680.2338161333955
FDT01,OUT018,3180.1740619589787
FDY09,OUT049,2237.3309340776354
FDV33,OUT027,5192.505733347002
NCW29,OUT010,642.111168608742
NCN17,OUT045,2088.996049140726
FDX01,OUT046,1740.4500561160019
FDL03,OUT049,2237.3309340776354
DRL59,OUT049,1399.5213450943893
DRM11,OUT027,5192.505733347002
FDA43,OUT049,2237.3309340776354
FDZ56,OUT010,670.1202947777384
FDI44,OUT018,2433.3433283630943
FDB50,OUT013,2639.4575476205328
FDU15,OUT019,564.1009287350441
NCJ19,OUT019,564.1009287350441
FDD48,OUT013,2639.4575476205328
NCW42,OUT035,2680.2338161333955
FDL24,OUT017,2679.520928465894
NCB30,OUT013,2961.81754427035
FDK25,OUT013,2961.81754427035
FDW28,OUT049,2237.3309340776354
FDD47,OUT017,2679.520928465894
FDK16,OUT019,545.0128443446342
FDW37,OUT046,1740.4500561160019
FDA48,OUT035,2680.2338161333955
FDA14,OUT017,2679.520928465894
FDV15,OUT013,2639.4575476205328
FDN22,OUT049,2410.8952110264468
NCD55,OUT045,1775.1285102962227
FDY43,OUT013,2961.81754427035
NCU05,OUT017,2088.996049140726
FDF10,OUT035,2681.308771975984
FDR39,OUT018,2747.137812279751
FDG40,OUT013,2375.582718589748
FDZ28,OUT019,545.0128443446342
FDE02,OUT045,2088.996049140726
FDU60,OUT049,2237.3309340776354
FDM21,OUT013,3509.121901013104
FDV52,OUT019,545.0128443446342
NCW06,OUT013,2961.81754427035
FDX36,OUT035,2680.2338161333955
FDT35,OUT027,4487.273596887449
NCL19,OUT010,670.1202947777384
NCD31,OUT046,2234.4781730347104
FDE53,OUT019,545.0128443446342
FDW58,OUT019,545.0128443446342
DRF48,OUT046,2234.4781730347104
FDW57,OUT035,2681.308771975984
DRH13,OUT017,2088.996049140726
FDT33,OUT013,2961.81754427035
DRK47,OUT027,5192.505733347002
FDY22,OUT010,670.1202947777384
FDC35,OUT019,649.9129956959587
FDO03,OUT013,3509.121901013104
FDF24,OUT045,2088.996049140726
FDF56,OUT018,2747.137812279751
FDD28,OUT013,2375.582718589748
FDG53,OUT027,4487.273596887449
FDO27,OUT019,545.0128443446342
NCF54,OUT018,2747.137812279751
FDC20,OUT027,3474.480656312158
FDU10,OUT046,1399.5213450943893
DRA24,OUT018,2747.137812279751
FDA02,OUT010,670.1202947777384
FDG10,OUT017,1775.1285102962227
FDW39,OUT010,670.1202947777384
FDP04,OUT019,564.1009287350441
NCM55,OUT013,2961.81754427035
FDG47,OUT045,2680.2338161333955
NCU41,OUT017,2679.520928465894
NCK31,OUT017,1775.1285102962227
FDZ46,OUT045,2088.996049140726
FDU13,OUT027,4487.273596887449
NCF19,OUT045,1775.1285102962227
NCJ43,OUT013,2961.81754427035
NCJ05,OUT045,2679.520928465894
FDS04,OUT027,3931.7640664152914
FDX28,OUT010,642.111168608742
FDB41,OUT027,3474.480656312158
FDG53,OUT046,2234.4781730347104
FDL15,OUT010,670.1202947777384
FDQ08,OUT049,1399.5213450943893
DRN36,OUT013,2639.4575476205328
FDI46,OUT013,3509.121901013104
FDG16,OUT027,5192.505733347002
FDV32,OUT013,2375.582718589748
FDF44,OUT010,642.111168608742
FDK04,OUT018,2191.127194498703
NCA41,OUT013,2961.81754427035
FDD51,OUT017,1775.1285102962227
NCZ53,OUT045,2679.520928465894
FDP01,OUT027,4487.273596887449
FDY25,OUT049,2237.3309340776354
FDB17,OUT018,2747.137812279751
NCV54,OUT018,2433.3433283630943
FDJ32,OUT017,1775.1285102962227
FDA37,OUT049,1740.4500561160019
FDG35,OUT035,2681.308771975984
NCM05,OUT018,3180.1740619589787
FDG45,OUT046,2400.7006894382034
FDH28,OUT013,2375.582718589748
NCE18,OUT049,2410.8952110264468
FDH38,OUT045,2088.996049140726
FDR56,OUT013,2961.81754427035
FDH17,OUT027,3931.7640664152914
FDD39,OUT049,2410.8952110264468
FDB41,OUT049,1399.5213450943893
NCR53,OUT046,2400.7006894382034
FDX46,OUT017,1775.1285102962227
FDV28,OUT049,1399.5213450943893
FDA08,OUT018,2747.137812279751
FDH45,OUT017,1775.1285102962227
NCS38,OUT010,642.111168608742
FDD40,OUT010,670.1202947777384
DRM59,OUT035,2681.308771975984
NCJ43,OUT018,2747.137812279751
NCN29,OUT013,2375.582718589748
NCC19,OUT045,2679.520928465894
FDR56,OUT035,2681.308771975984
FDZ43,OUT049,2410.8952110264468
FDJ32,OUT010,666.5706329934209
DRH03,OUT017,2088.996049140726
NCZ54,OUT035,2681.308771975984
FDE26,OUT017,2679.520928465894
FDS03,OUT045,1775.1285102962227
DRZ24,OUT019,545.0128443446342
FDO48,OUT027,5192.505733347002
FDW39,OUT049,2237.3309340776354
NCK05,OUT049,1399.5213450943893
NCK30,OUT017,2680.2338161333955
FDT27,OUT018,3180.1740619589787
FDS08,OUT019,587.7341248749699
NCJ19,OUT049,1399.5213450943893
FDC58,OUT045,1775.1285102962227
DRE37,OUT013,2961.81754427035
FDW02,OUT035,2088.996049140726
FDJ02,OUT010,670.1202947777384
FDX09,OUT045,2679.520928465894
FDT31,OUT010,670.1202947777384
FDI24,OUT049,2237.3309340776354
FDY09,OUT045,2679.520928465894
FDV28,OUT045,1775.1285102962227
DRM47,OUT049,2237.3309340776354
FDT52,OUT019,649.9129956959587
FDI48,OUT018,2191.127194498703
FDY55,OUT017,2680.2338161333955
FDU48,OUT013,2639.4575476205328
FDN25,OUT045,1775.1285102962227
FDP20,OUT049,1740.4500561160019
FDJ15,OUT013,2961.81754427035
FDD04,OUT018,2747.137812279751
FDY58,OUT045,2680.2338161333955
FDR37,OUT018,2747.137812279751
FDF44,OUT013,2639.4575476205328
FDD32,OUT045,2088.996049140726
FDR57,OUT017,2679.520928465894
DRG39,OUT027,3474.480656312158
FDX15,OUT017,2679.520928465894
DRN37,OUT045,2679.520928465894
FDW40,OUT027,4487.273596887449
FDB32,OUT049,1740.4500561160019
FDM40,OUT018,2747.137812279751
FDE39,OUT027,3931.7640664152914
DRH49,OUT017,2088.996049140726
FDT46,OUT049,1399.5213450943893
NCF06,OUT035,2680.2338161333955
FDP07,OUT017,2679.520928465894
FDC04,OUT013,3509.121901013104
FDZ32,OUT017,2088.996049140726
FDD50,OUT045,2679.520928465894
FDU56,OUT017,2679.520928465894
FDV34,OUT017,1775.1285102962227
NCY41,OUT013,2375.582718589748
NCK18,OUT046,2234.4781730347104
DRH25,OUT049,1399.5213450943893
FDT57,OUT046,2400.7006894382034
FDV56,OUT018,2433.3433283630943
FDV12,OUT045,2088.996049140726
FDN52,OUT017,2088.996049140726
FDX38,OUT035,1775.1285102962227
FDE47,OUT018,2433.3433283630943
NCO07,OUT013,3509.121901013104
FDV09,OUT027,4487.273596887449
FDZ23,OUT019,587.7341248749699
DRH51,OUT018,2433.3433283630943
NCY54,OUT045,2679.520928465894
DRG49,OUT013,3509.121901013104
NCC19,OUT049,2237.3309340776354
NCV53,OUT045,2680.2338161333955
FDZ47,OUT019,545.0128443446342
NCO26,OUT018,2433.3433283630943
NCP02,OUT045,1775.1285102962227
NCW30,OUT018,3180.1740619589787
NCN55,OUT046,2400.7006894382034
FDB20,OUT010,642.111168608742
DRL11,OUT013,2961.81754427035
DRD60,OUT045,2679.520928465894
FDW14,OUT010,642.111168608742
FDL27,OUT010,666.5706329934209
FDU09,OUT018,2191.127194498703
DRH36,OUT027,3474.480656312158
FDP34,OUT027,4487.273596887449
FDE04,OUT017,2679.520928465894
FDZ57,OUT027,3931.7640664152914
FDF02,OUT010,642.111168608742
FDG28,OUT045,2680.2338161333955
NCI31,OUT046,1399.5213450943893
FDT43,OUT013,2375.582718589748
FDU20,OUT046,1740.4500561160019
FDD53,OUT013,2375.582718589748
FDW15,OUT045,2679.520928465894
NCT53,OUT045,2679.520928465894
NCG55,OUT027,3931.7640664152914
FDD48,OUT035,2088.996049140726
FDG47,OUT049,2410.8952110264468
FDI21,OUT017,1775.1285102962227
FDT27,OUT017,2680.2338161333955
DRO35,OUT013,2639.4575476205328
FDD33,OUT017,2680.2338161333955
FDC04,OUT035,2680.2338161333955
FDY34,OUT013,2961.81754427035
DRJ49,OUT049,1740.4500561160019
FDE05,OUT049,2237.3309340776354
FDU31,OUT017,2680.2338161333955
NCN19,OUT027,4487.273596887449
FDK56,OUT027,4487.273596887449
